"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:34:46.0608888","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0608928","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Desired Access: Read"
"10:34:46.0611237","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0611311","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0611797","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0611895","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\Attributes","BUFFER OVERFLOW","Length: 12"
"10:34:46.0611951","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0612013","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0612093","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0612158","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 17"
"10:34:46.0612222","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0612274","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0612363","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0612425","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\DescriptionID","NAME NOT FOUND","Length: 12"
"10:34:46.0612482","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0612536","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0612606","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0612666","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\HelpTopic","NAME NOT FOUND","Length: 12"
"10:34:46.0612829","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0612887","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0612964","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0613030","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\AllowChildAliasRegistration","NAME NOT FOUND","Length: 12"
"10:34:46.0613102","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0613154","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0613222","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0613283","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\RecursiveSearch","NAME NOT FOUND","Length: 12"
"10:34:46.0613339","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0613392","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0613462","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0613521","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\TargetKnownFolder","BUFFER OVERFLOW","Length: 12"
"10:34:46.0613581","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: Name"
"10:34:46.0613649","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0613717","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0613792","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag\TargetKnownFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {B4BFCC3A-DB2C-424C-B029-7FE99A87C641}"
"10:34:46.0615993","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0616058","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0616164","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","REPARSE","Desired Access: Notify"
"10:34:46.0616247","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","NAME NOT FOUND","Desired Access: Notify"
"10:34:46.0616346","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0616382","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0616450","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Desired Access: Notify"
"10:34:46.0616528","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0616651","雷小伊脱机日常 Beta 1.6.24.exe","1496","ReadFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS","Offset: 4,412,416, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:34:46.0620094","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0620143","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Desired Access: Notify"
"10:34:46.0620222","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS",""
"10:34:46.0620305","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0620346","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS","Desired Access: Notify"
"10:34:46.0620427","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance\InitPropertyBag","SUCCESS",""
"10:34:46.0620588","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS",""
"10:34:46.0620631","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\Instance","SUCCESS",""
"10:34:46.0621638","雷小伊脱机日常 Beta 1.6.24.exe","1496","CreateFile","C:\Users\1\Desktop","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:34:46.0621749","雷小伊脱机日常 Beta 1.6.24.exe","1496","QueryNetworkOpenInformationFile","C:\Users\1\Desktop","SUCCESS","CreationTime: 2025/12/22 14:50:41, LastAccessTime: 2025/12/31 10:34:46, LastWriteTime: 2025/12/31 10:34:28, ChangeTime: 2025/12/31 10:34:28, AllocationSize: 1601/1/1 8:00:00, EndOfFile: 1601/1/1 8:00:00, FileAttributes: RD"
"10:34:46.0621804","雷小伊脱机日常 Beta 1.6.24.exe","1496","CloseFile","C:\Users\1\Desktop","SUCCESS",""
"10:34:46.0622096","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0622136","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0622244","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}","SUCCESS","Desired Access: Query Value"
"10:34:46.0622505","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0622553","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}","SUCCESS",""
"10:34:46.0622676","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0622714","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0622786","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Policies\Explorer","REPARSE","Desired Access: Query Value"
"10:34:46.0622848","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","Desired Access: Query Value"
"10:34:46.0622911","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0622962","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\PreXPSP2ShellProtocolBehavior","NAME NOT FOUND","Length: 16"
"10:34:46.0623020","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","SUCCESS",""
"10:34:46.0623081","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0623117","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0623180","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0623469","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0623518","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Desired Access: Read"
"10:34:46.0623652","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0623696","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"10:34:46.0623750","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SyncRootManager","SUCCESS",""
"10:34:46.0623976","雷小伊脱机日常 Beta 1.6.24.exe","1496","ReadFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS","Offset: 5,010,432, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:34:46.0629541","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0629617","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0629677","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0629718","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0629789","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Directory","SUCCESS","Desired Access: Read"
"10:34:46.0629857","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\Software\Classes\Directory","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0629946","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes\Directory","SUCCESS","Query: Name"
"10:34:46.0630009","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0630062","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes\Directory","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0630105","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Directory\shell\explore","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0630197","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Directory\shell\explore","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0630478","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0630589","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0630641","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0630677","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0630738","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Folder","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0630826","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Folder","SUCCESS","Desired Access: Read"
"10:34:46.0630896","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\Folder","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0630951","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder","SUCCESS","Query: Name"
"10:34:46.0631008","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0631083","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Folder\shell\explore","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0631158","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0631208","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Folder\shell\explore","SUCCESS","Desired Access: Read"
"10:34:46.0631410","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0631447","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0631516","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{1649D1CF-DEAF-4A68-ABE8-5C9F68572FD1}\InProcServer32","SUCCESS","Desired Access: Query Value"
"10:34:46.0631753","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{1649d1cf-deaf-4a68-abe8-5c9f68572fd1}\InProcServer32","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0631797","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{1649d1cf-deaf-4a68-abe8-5c9f68572fd1}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"10:34:46.0631870","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{1649d1cf-deaf-4a68-abe8-5c9f68572fd1}\InProcServer32","SUCCESS",""
"10:34:46.0632331","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: Name"
"10:34:46.0632384","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0632460","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Folder\shell\explore","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0632542","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0632583","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Folder\shell\explore","SUCCESS","Desired Access: Read"
"10:34:46.0632644","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: Name"
"10:34:46.0632692","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0632761","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Folder\shell\explore","NAME NOT FOUND","Desired Access: Read"
"10:34:46.0632831","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Folder\shell\explore","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0632871","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Folder\shell\explore","SUCCESS","Desired Access: Read"
"10:34:46.0632943","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\Folder\shell\explore","SUCCESS",""
"10:34:46.0633257","雷小伊脱机日常 Beta 1.6.24.exe","1496","ReadFile","C:\Windows\SysWOW64\windows.storage.dll","SUCCESS","Offset: 2,049,024, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:34:46.0635278","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0635318","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0635397","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Explorer","REPARSE","Desired Access: Query Value"
"10:34:46.0635461","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0635551","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0635586","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0635752","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Explorer","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0636758","雷小伊脱机日常 Beta 1.6.24.exe","1496","CreateFile","C:\Users\1\Desktop\edputil.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"10:34:46.0637491","雷小伊脱机日常 Beta 1.6.24.exe","1496","CreateFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:34:46.0637915","雷小伊脱机日常 Beta 1.6.24.exe","1496","QueryBasicInformationFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS","CreationTime: 2023/12/4 10:46:10, LastAccessTime: 2025/12/29 13:32:57, LastWriteTime: 2023/12/4 10:46:10, ChangeTime: 2025/12/23 11:48:10, FileAttributes: A"
"10:34:46.0637965","雷小伊脱机日常 Beta 1.6.24.exe","1496","CloseFile","C:\Windows\SysWOW64\edputil.dll","SUCCESS",""
